Código Axapta;Nombre comercial producto;Principio Activo;contenido;Precio aprobado x umc;Precio aprobado x presentac;Precio Regulado 10% o 15% TAB;Precio Regulado X Pres.; código cliente ;Nombre Cliente;Vigencia Desde;Hasta;Convenio;Observaciones;;
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;247;7410;;; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;13/06/2019;30/12/2019;COLMEDICA;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;1,17E+14;3,50E+15;2223;66690;2475;IPS Biotech and Life S.A.;1/08/2019;30/07/2020;;;2475;IPS Biotech and Life S.A.
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;150;4500;;;2318;Helpharma S.A.;15/08/2019;14/08/2020;SURA;;2318;Helpharma S.A.
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;150;4500;20995;629850; 2564-INS ;Caja Colombiana de Subsidio Familiar Colsubsidio;15/08/2019;14/08/2020;SURA;;2564-INS;Caja Colombiana de Subsidio Familiar Colsubsidio
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;150;4500;20995;629850; 1021-INS ;Caja Colombiana de Subsidio Familiar Colsubsidio;15/08/2019;14/08/2020;SURA;;1021-INS;Caja Colombiana de Subsidio Familiar Colsubsidio
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;150;4500;;;2931;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2931;Neuromedica S.A.S
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;150;4500;20995;629850; 1106-INS ;Eticos Serrano Gomez Ltda.;15/08/2019;14/08/2020;SURA;;1106-INS;Eticos Serrano Gomez Ltda.
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;150;4500;20995;629850; 2075-INS ;Eticos Serrano Gomez Ltda.;15/08/2019;14/08/2020;SURA;;2075-INS;Eticos Serrano Gomez Ltda.
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;150;4500;20995;629850; 2172-INS ;Eticos Serrano Gomez Ltda.;15/08/2019;14/08/2020;SURA;;2172-INS;Eticos Serrano Gomez Ltda.
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;150;4500;;; 1361-INS ;Dropopular S.A.;15/08/2019;14/08/2020;SURA;;1361-INS;Dropopular S.A.
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;150;4500;20995;629850;1010;Audifarma S.A.;15/08/2019;14/08/2020;SURA;;1010;Audifarma S.A.
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;150;4500;;; 1044-INS ;Caja De Comp. Fam. Comfandi;15/08/2019;14/08/2020;SURA;;1044-INS;Caja De Comp. Fam. Comfandi
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;150;4500;;;1102;Deposito de Drogas Monaco S.A.;15/08/2019;14/08/2020;SURA;;1102;Deposito de Drogas Monaco S.A.
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;150;4500;;; 1235-INS ;Eve Distribuciones S.A.S;15/08/2019;14/08/2020;SURA;;1235-INS;Eve Distribuciones S.A.S
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;150;4500;;; 2775-INS ;Eve Distribuciones SAS;15/08/2019;14/08/2020;SURA;;2775-INS;Eve Distribuciones SAS
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;150;4500;20995;629850; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;15/08/2019;14/08/2020;SURA;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;150;4500;;;1720;Cooperativa de Hospitales de A;15/08/2019;14/08/2020;SURA;;1720;Cooperativa de Hospitales de A
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;150;4500;2223;66690;2329;Grupo Afin Farmacéutica S.A.S;15/08/2019;29/02/2020;SURA;;2329;Grupo Afin Farmacéutica S.A.S
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;150;4500;;;2274;Comercializadora Mercaldas S.A.;15/08/2019;14/08/2020;SURA;;2274;Comercializadora Mercaldas S.A.
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;70;2100;;;2641;Organiz.Clinica General Norte;1/09/2019;28/02/2020;;;2641;Organiz.Clinica General Norte
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;111;3330;;;2715;Fuertes Mejia Yaneth Patricia;1/09/2019;30/09/2020;;;2715;Fuertes Mejia Yaneth Patricia
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;111;3330;;;2830;Fuertes Mejia Yaneth Patricia;1/09/2019;30/09/2020;;;2830;Fuertes Mejia Yaneth Patricia
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;75;2250;20995;629850;2666;Farma Xpress S.A.S;1/07/2019;30/09/2019;;;2666;Farma Xpress S.A.S
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;90;2700;2223;66690;1224;Empresa Cooperativa de Servicios de Salud Emcosalud;1/04/2019;28/02/2020;;;1224;Empresa Cooperativa de Servicios de Salud Emcosalud
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;150;4500;;; 1235-INS ;Eve Distribuciones S.A.S;15/08/2019;14/08/2020;MEDIMAS;;1235-INS;Eve Distribuciones S.A.S
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;83;2490;;;1675;Salamanca Rafael Antonio;1/08/2019;31/08/2019;;;1675;Salamanca Rafael Antonio
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;33;990;20995;62985;1492;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;1492;Cosmitet Ltda
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;33;990;20995;62985;2062;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2062;Cosmitet Ltda
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;33;990;20995;62985;2170;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2170;Cosmitet Ltda
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;33;990;20995;62985;2324;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2324;Cosmitet Ltda
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;117;3510;2223;6669; 2063-INS ;Unidrogas S.A.;1/05/2019;13/02/2021;Electricaribe;;2063-INS;Unidrogas S.A.
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;117;3510;2223;6669; 2615-INS ;Unidrogas S.A.;1/05/2019;13/02/2021;Electricaribe;;2615-INS;Unidrogas S.A.
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;117;3510;2223;6669; 2576-INS ;Unidrogas S.A.;1/05/2019;13/02/2021;Electricaribe;;2576-INS;Unidrogas S.A.
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;117;3510;2223;6669; 2711-INS ;Unidrogas S.A.;1/05/2019;13/02/2021;Electricaribe;;2711-INS;Unidrogas S.A.
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;150;4500;;;2967;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2967;Neuromedica S.A.S
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;150;4500;;;2971;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2971;Neuromedica S.A.S
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;150;4500;;;2987;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2987;Neuromedica S.A.S
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;150;4500;;;2988;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2988;Neuromedica S.A.S
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;87;2610;;;2858;Medisin SAS;1/09/2018;30/09/2019;;;2858;Medisin SAS
001-110-031;CARVEDIL 6.25 MG X 30 TABLETAS;Carvedilol 6.25 mg;30;83;2490;20995;629850;2115;Offimedicas S.A.;1/06/2019;31/05/2020;;;2115;Offimedicas S.A.
001-500-085;CETOPIC X 50 G;Vitamina C (Ascorbil fosfato de Sodio);1;66046;66046;;; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;1/08/2019;31/08/2020;CRUZ VERDE;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-500-085;CETOPIC X 50 G;Vitamina C (Ascorbil fosfato de Sodio);1;65495;65495;0;0;1731;Universidad del Cauca Unidad d;1/02/2019;28/02/2020;;;1731;Universidad del Cauca Unidad d
001-500-085;CETOPIC X 50 G;Vitamina C (Ascorbil fosfato de Sodio);1;65495;65495;;;1731;Universidad del Cauca Unidad d;1/02/2019;28/02/2020;;;1731;Universidad del Cauca Unidad d
001-500-085;CETOPIC X 50 G;Vitamina C (Ascorbil fosfato de Sodio);1;6632828;6632828;;;2335;Farmaceres S.A.;1/08/2019;31/07/2020;;;2335;Farmaceres S.A.
001-500-085;CETOPIC X 50 G;Vitamina C (Ascorbil fosfato de Sodio);1;73400;73400;;;1872;Macromed S.A.S.;1/07/2018;31/01/2020;;;1872;Macromed S.A.S.
001-500-085;CETOPIC X 50 G;Vitamina C (Ascorbil fosfato de Sodio);1;72621;72621;;;2836;Servimed Institucion Prestadora de Servicios de Salud S.A. Servimed I.P.S.S;1/04/2019;31/03/2020;;;2836;Servimed Institucion Prestadora de Servicios de Salud S.A. Servimed I.P.S.S
001-500-085;CETOPIC X 50 G;Vitamina C (Ascorbil fosfato de Sodio);1;64000;64000;;;2097;Clinica de Marly S.A.;17/06/2019;30/06/2020;;;2097;Clinica de Marly S.A.
001-500-085;CETOPIC X 50 G;Vitamina C (Ascorbil fosfato de Sodio);1;77053;77053;;; 1044-INS ;Caja De Comp. Fam. Comfandi;31/05/2019;28/02/2020;Univalle;;1044-INS;Caja De Comp. Fam. Comfandi
001-500-085;CETOPIC X 50 G;Vitamina C (Ascorbil fosfato de Sodio);1;65000;65000;;;2724;Solinsa G.C S.A.S.;1/07/2019;30/06/2020;MEDIMAS;;2724;Solinsa G.C S.A.S.
001-500-085;CETOPIC X 50 G;Vitamina C (Ascorbil fosfato de Sodio);1;65000;65000;;;2246;Distribuidora Colombiana de Medicamentos SAS;9/05/2018;30/04/2020;;;2246;Distribuidora Colombiana de Medicamentos SAS
001-500-085;CETOPIC X 50 G;Vitamina C (Ascorbil fosfato de Sodio);1;64000;64000;;;2475;IPS Biotech and Life S.A.;1/08/2019;30/07/2020;;;2475;IPS Biotech and Life S.A.
001-500-085;CETOPIC X 50 G;Vitamina C (Ascorbil fosfato de Sodio);1;72621;72621;;;1224;Empresa Cooperativa de Servicios de Salud Emcosalud;1/04/2019;28/02/2020;;;1224;Empresa Cooperativa de Servicios de Salud Emcosalud
001-500-085;CETOPIC X 50 G;Vitamina C (Ascorbil fosfato de Sodio);1;66000;66000;;;1675;Salamanca Rafael Antonio;1/08/2019;31/08/2019;;;1675;Salamanca Rafael Antonio
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;875;26250;;;2107;Centro Integral de Medicina Especializada S.A.S.Cime S.A.S. Prov.;25/10/2018;31/10/2019;;;2107;Centro Integral de Medicina Especializada S.A.S.Cime S.A.S. Prov.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;856;25680;2196;65880;1731;Universidad del Cauca Unidad d;1/02/2019;28/02/2020;;;1731;Universidad del Cauca Unidad d
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;800;24000;;; 1044-INS ;Caja De Comp. Fam. Comfandi;31/05/2019;28/02/2020;Univalle;;1044-INS;Caja De Comp. Fam. Comfandi
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;730;21900;2074;62220;2724;Solinsa G.C S.A.S.;1/07/2019;30/06/2020;MEDIMAS;;2724;Solinsa G.C S.A.S.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;750;22500;2196;65880;2836;Servimed Institucion Prestadora de Servicios de Salud S.A. Servimed I.P.S.S;1/04/2019;31/03/2020;;;2836;Servimed Institucion Prestadora de Servicios de Salud S.A. Servimed I.P.S.S
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;730;21900;;;2239;Escobar Bustos Carmen del Pilar;1/05/2019;30/04/2020;;;2239;Escobar Bustos Carmen del Pilar
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;800;24000;;;2939;Grupo Empresarial Provima SAS;1/02/2019;31/01/2020;;;2939;Grupo Empresarial Provima SAS
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;750;22500;;;2792;Megafarma De Colombia S.A.S.;1/07/2019;30/06/2020;;;2792;Megafarma De Colombia S.A.S.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;750;22500;;;2792;Megafarma De Colombia S.A.S.;1/07/2019;30/06/2020;;;2792;Megafarma De Colombia S.A.S.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;900;27000;;;2807;Medivalle SF SAS;1/05/2019;30/04/2020;;;2807;Medivalle SF SAS
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;900;27000;2196;65880;2702;Meditec Calidad en Salud SAS;18/06/2018;30/07/2019;COOMEVA;;2702;Meditec Calidad en Salud SAS
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;1000;30000;2196;65880;2598;Medicina Integral S.A.;1/04/2019;30/06/2020;;;2598;Medicina Integral S.A.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;750;22500;;;2097;Clinica de Marly S.A.;17/06/2019;30/06/2020;;;2097;Clinica de Marly S.A.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;930;27900;;;2891;Medical Group Anma SAS;1/05/2018;31/05/2019;;;2891;Medical Group Anma SAS
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;900;27000;;;1279;Hospital Pablo Tobon Uribe;1/10/2018;31/01/2020;;;1279;Hospital Pablo Tobon Uribe
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;850;25500;2196;65880;1267;H. & V Cia Ltda.;13/05/2019;30/04/2020;;;1267;H. & V Cia Ltda.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;750;22500;;;2335;Farmaceres S.A.;1/08/2019;31/07/2020;;;2335;Farmaceres S.A.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;750;22500;2196;65880;2651;Cooperativa Emssanar Servicio Farmaceutico;1/05/2019;31/03/2020;;;2651;Cooperativa Emssanar Servicio Farmaceutico
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;800;24000;;;2530;Salud Drogas Uno A;13/11/2014;30/06/2020;;;2530;Salud Drogas Uno A
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;730;21900;;;2735;Dis - Hospital S.A.S;1/07/2019;30/06/2020;;;2735;Dis - Hospital S.A.S
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;730;21900;2196;65880;2246;Distribuidora Colombiana de Medicamentos SAS;9/05/2018;30/04/2020;;;2246;Distribuidora Colombiana de Medicamentos SAS
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;730;21900;2074;62220;2875;Offimedicas S.A.;1/06/2019;31/05/2020;;;2875;Offimedicas S.A.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;750;22500;2196;65880;2674-INS;Farmacos de la Costa Ltda;1/12/2018;31/12/2019;;;2674-INS;Farmacos de la Costa Ltda
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;750;22500;2196;65880;1872;Macromed S.A.S.;1/07/2018;31/01/2020;;;1872;Macromed S.A.S.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;590;17700;2074;62220;2061;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2061;Cosmitet Ltda
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;780;23400;2074;62220; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;1/08/2019;31/08/2020;CRUZ VERDE;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;800;24000;2196;65880;1022;Caja de Comp. Fam. Comfenalco;1/03/2019;29/02/2020;;;1022;Caja de Comp. Fam. Comfenalco
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;800;24000;;;1042;Caja De Comp. Fam. Del Huila - Comfamiliar;1/03/2019;31/03/2020;;;1042;Caja De Comp. Fam. Del Huila - Comfamiliar
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;2440;73200;;; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;13/06/2019;30/12/2019;COLMEDICA;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;690;20700;;;1720;Cooperativa de Hospitales de A;1/03/2019;28/02/2020;;;1720;Cooperativa de Hospitales de A
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;1000;30000;2196;65880;2892;Century Farma SAS;1/05/2019;31/05/2020;;;2892;Century Farma SAS
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;1000;30000;2196;65880;2892;Century Farma SAS;1/05/2019;31/05/2020;;;2892;Century Farma SAS
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;750;22500;2196;65880;2475;IPS Biotech and Life S.A.;1/08/2019;30/07/2020;;;2475;IPS Biotech and Life S.A.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;;;2318;Helpharma S.A.;15/08/2019;14/08/2020;SURA;;2318;Helpharma S.A.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;;;2318;Helpharma S.A.;15/08/2019;14/08/2020;SURA;;2318;Helpharma S.A.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;2074;62220; 2564-INS ;Caja Colombiana de Subsidio Familiar Colsubsidio;15/08/2019;14/08/2020;SURA;;2564-INS;Caja Colombiana de Subsidio Familiar Colsubsidio
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;2074;62220; 2564-INS ;Caja Colombiana de Subsidio Familiar Colsubsidio;15/08/2019;14/08/2020;SURA;;2564-INS;Caja Colombiana de Subsidio Familiar Colsubsidio
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;2074;62220; 1021-INS ;Caja Colombiana de Subsidio Familiar Colsubsidio;15/08/2019;14/08/2020;SURA;;1021-INS;Caja Colombiana de Subsidio Familiar Colsubsidio
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;2074;62220; 1021-INS ;Caja Colombiana de Subsidio Familiar Colsubsidio;15/08/2019;14/08/2020;SURA;;1021-INS;Caja Colombiana de Subsidio Familiar Colsubsidio
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;658;19740;;;2931;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2931;Neuromedica S.A.S
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;658;19740;;;2931;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2931;Neuromedica S.A.S
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;2074;62220; 1106-INS ;Eticos Serrano Gomez Ltda.;15/08/2019;14/08/2020;SURA;;1106-INS;Eticos Serrano Gomez Ltda.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;2074;62220; 1106-INS ;Eticos Serrano Gomez Ltda.;15/08/2019;14/08/2020;SURA;;1106-INS;Eticos Serrano Gomez Ltda.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;2074;62220; 2075-INS ;Eticos Serrano Gomez Ltda.;15/08/2019;14/08/2020;SURA;;2075-INS;Eticos Serrano Gomez Ltda.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;2074;62220; 2075-INS ;Eticos Serrano Gomez Ltda.;15/08/2019;14/08/2020;SURA;;2075-INS;Eticos Serrano Gomez Ltda.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;2074;62220; 2172-INS ;Eticos Serrano Gomez Ltda.;15/08/2019;14/08/2020;SURA;;2172-INS;Eticos Serrano Gomez Ltda.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;2074;62220; 2172-INS ;Eticos Serrano Gomez Ltda.;15/08/2019;14/08/2020;SURA;;2172-INS;Eticos Serrano Gomez Ltda.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;;; 1361-INS ;Dropopular S.A.;15/08/2019;14/08/2020;SURA;;1361-INS;Dropopular S.A.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;;; 1361-INS ;Dropopular S.A.;15/08/2019;14/08/2020;SURA;;1361-INS;Dropopular S.A.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;2074;62220;1010;Audifarma S.A.;15/08/2019;14/08/2020;SURA;;1010;Audifarma S.A.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;2074;62220;1010;Audifarma S.A.;15/08/2019;14/08/2020;SURA;;1010;Audifarma S.A.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;;; 1044-INS ;Caja De Comp. Fam. Comfandi;15/08/2019;14/08/2020;SURA;;1044-INS;Caja De Comp. Fam. Comfandi
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;;; 1044-INS ;Caja De Comp. Fam. Comfandi;15/08/2019;14/08/2020;SURA;;1044-INS;Caja De Comp. Fam. Comfandi
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;;;1102;Deposito de Drogas Monaco S.A.;15/08/2019;14/08/2020;SURA;;1102;Deposito de Drogas Monaco S.A.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;;;1102;Deposito de Drogas Monaco S.A.;15/08/2019;14/08/2020;SURA;;1102;Deposito de Drogas Monaco S.A.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;;; 1235-INS ;Eve Distribuciones S.A.S;15/08/2019;14/08/2020;SURA;;1235-INS;Eve Distribuciones S.A.S
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;;; 1235-INS ;Eve Distribuciones S.A.S;15/08/2019;14/08/2020;SURA;;1235-INS;Eve Distribuciones S.A.S
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;;; 2775-INS ;Eve Distribuciones SAS;15/08/2019;14/08/2020;SURA;;2775-INS;Eve Distribuciones SAS
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;;; 2775-INS ;Eve Distribuciones SAS;15/08/2019;14/08/2020;SURA;;2775-INS;Eve Distribuciones SAS
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;2074;62220; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;15/08/2019;14/08/2020;SURA;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;2074;62220; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;15/08/2019;14/08/2020;SURA;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;;;1720;Cooperativa de Hospitales de A;15/08/2019;14/08/2020;SURA;;1720;Cooperativa de Hospitales de A
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;;;1720;Cooperativa de Hospitales de A;15/08/2019;14/08/2020;SURA;;1720;Cooperativa de Hospitales de A
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;2196;65880;2329;Grupo Afin Farmacéutica S.A.S;15/08/2019;29/02/2020;SURA;;2329;Grupo Afin Farmacéutica S.A.S
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;2196;65880;2329;Grupo Afin Farmacéutica S.A.S;15/08/2019;29/02/2020;SURA;;2329;Grupo Afin Farmacéutica S.A.S
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;;;2274;Comercializadora Mercaldas S.A.;15/08/2019;14/08/2020;SURA;;2274;Comercializadora Mercaldas S.A.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;;;2274;Comercializadora Mercaldas S.A.;15/08/2019;14/08/2020;SURA;;2274;Comercializadora Mercaldas S.A.
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;750;22500;;;2641;Organiz.Clinica General Norte;1/09/2019;28/02/2020;;;2641;Organiz.Clinica General Norte
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;730;21900;;;2715;Fuertes Mejia Yaneth Patricia;1/09/2019;30/09/2020;;;2715;Fuertes Mejia Yaneth Patricia
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;730;21900;;;2830;Fuertes Mejia Yaneth Patricia;1/09/2019;30/09/2020;;;2830;Fuertes Mejia Yaneth Patricia
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;635;19050;2074;62220;2666;Farma Xpress S.A.S;1/07/2019;30/09/2019;;;2666;Farma Xpress S.A.S
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;760;22800;2196;65880;1224;Empresa Cooperativa de Servicios de Salud Emcosalud;1/04/2019;28/02/2020;;;1224;Empresa Cooperativa de Servicios de Salud Emcosalud
001-006-401;CEUMID 1000 MG X 30;Levetiracetam 1000 mg;30;700;21000;2074;62220;2075-INS;Eticos Serrano Gomez Ltda.;27/08/2019;31/08/2020;ECOPETROL;;2075-INS;Eticos Serrano Gomez Ltda.
