Código Axapta;Nombre comercial producto;Principio Activo;contenido;Precio aprobado x umc;Precio aprobado x presentac;Precio Regulado 10% o 15% TAB;Precio Regulado X Pres; código cliente ;Nombre Cliente;Vigencia Desde;Hasta;Convenio;Observaciones;;
001-110-193;TIAMAX 100 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;210;210;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-194;TIAMAX 200 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;335;335;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-155;TIAMAX 25 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;140;140;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-157;UROFLAV 500 MG CAJA X 7 TABLETAS;Adapalene 01% Clindamicina 1%;1;535;535;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-156;UROFLAV 500 MG CAJA X 10 TABLETAS;Adapalene 01% Clindamicina 1%;1;535;535;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-158;UROFLAV 750 MG CAJA X 5 TABLETAS;Adapalene 01% Clindamicina 1%;1;1880;1880;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-160;VALCOX 10 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;170;170;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-162;VALSAPREX  160 MG CAJA X 28 TAB;Adapalene 01% Clindamicina 1%;1;225;225;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-164;VALSAPREX  80 MG CAJA X 28 TAB;Adapalene 01% Clindamicina 1%;1;210;210;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-166;VALSAPREX   H 160/125 MG CAJA X 28 TABLETAS;Adapalene 01% Clindamicina 1%;1;270;270;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-168;VALSAPREX H 80/125 MG CAJA X 28 TAB;Adapalene 01% Clindamicina 1%;1;225;225;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-169;VASIP 80 MG  CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;180;180;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-170;VENOMAX 500 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;2525;2525;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-171;XIFEN 80 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;1883;1883;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-172;XIFEN H 80/125 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;2316;2316;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-174;ZOPLIMAX 2 MG 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;700;700;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-175;ZOPLIMAX 3 MG 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;850;850;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-034;ABRILAR JARABE FCO X 200 ML;Adapalene 01% Clindamicina 1%;1;26750;26750;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-036;ABRILAR FCO 100 ML;Adapalene 01% Clindamicina 1%;1;18196;18196;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-003;ACRYLARM GEL X 10 GRS;Adapalene 01% Clindamicina 1%;1;19700;19700;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-201;ACRYLARM PLUS X 10 G;Adapalene 01% Clindamicina 1%;1;20900;20900;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-622;ALACIR 30 MG X 30;Adapalene 01% Clindamicina 1%;1;1870;1870;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-623;ALACIR 60 MG X 30;Adapalene 01% Clindamicina 1%;1;3100;3100;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-001;ALERGIBON AVENA X 90 G;Adapalene 01% Clindamicina 1%;1;9120;9120;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-006;AMOXIDAL DUO X 14 COMP 875 MG;Adapalene 01% Clindamicina 1%;1;2300;2300;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-007;AMOXIDAL DUO 750 MG SUSP X 120 ML + AGUA + JERINGA;Adapalene 01% Clindamicina 1%;1;27500;27500;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-001;AMOXIDAL DUO SUSP 750 MG X 70 ML;Adapalene 01% Clindamicina 1%;1;22280;22280;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-678;AQUATOP CREMA X 250G;Adapalene 01% Clindamicina 1%;1;48000;48000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-161;ATERGIT 5 ML;Adapalene 01% Clindamicina 1%;1;43950;43950;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-027;AVITIL GEL X 50 G;Adapalene 01% Clindamicina 1%;1;53650;53650;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-002;BETAGRANULOS CREMA X 60 G;Adapalene 01% Clindamicina 1%;1;35550;35550;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-013;BETAPIROX CHAMPU X 120 ML;Adapalene 01% Clindamicina 1%;1;30000;30000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-021;BETARRETIN 0025% CREMA X 30  G;Adapalene 01% Clindamicina 1%;1;30500;30500;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-041;BETARRETIN 005% CREMA X 30 G;Adapalene 01% Clindamicina 1%;1;12000;12000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-031;BETARRETIN 0025% GEL X 30 G;Adapalene 01% Clindamicina 1%;1;29900;29900;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-069;BETARRETIN H CREMA X 30G  HQ 4%;Adapalene 01% Clindamicina 1%;1;32830;32830;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-073;BETARRETIN H LOCION x 60 ML HQ 4%;Adapalene 01% Clindamicina 1%;1;37450;37450;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-051;BETARRETIN 005% LOCION X 60  ML;Adapalene 01% Clindamicina 1%;1;23000;23000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-006;BETAZOL CREMA X 30 G;Adapalene 01% Clindamicina 1%;1;17600;17600;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-001-091;BETAZOL LOCION X 60 ML;Adapalene 01% Clindamicina 1%;1;24750;24750;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-061;BONAC GEL 4% X 30 G;Adapalene 01% Clindamicina 1%;1;15000;15000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-071;BONAC LOCION X 60 ML;Adapalene 01% Clindamicina 1%;1;26400;26400;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-013-005;Botemib  35mg/10ml Polvo para solución inyectable x 1 PT;Adapalene 01% Clindamicina 1%;1;728000;728000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-085;CETOPIC X 50 G;Adapalene 01% Clindamicina 1%;1;56360;56360;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-401;CEUMID 1000 MG X 30;Adapalene 01% Clindamicina 1%;1;750;750;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-411;CEUMID 500 MG X 30;Adapalene 01% Clindamicina 1%;1;410;410;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-550;CICLORELAX 10 MG X 20 TABS;Adapalene 01% Clindamicina 1%;1;1150;1150;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-125;DERMACORTINE CREMA X 15 G;Adapalene 01% Clindamicina 1%;1;33200;33200;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-128;DERMACORTINE EMULSION X 60 ML;Adapalene 01% Clindamicina 1%;1;70800;70800;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-126;DERMACORTINE LOCION X 30 ML;Adapalene 01% Clindamicina 1%;1;56200;56200;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-133;DERMOSUPRIL 005% CREMA X 15 G;Adapalene 01% Clindamicina 1%;1;12000;12000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-143;DERMOSUPRIL 01% CREMA X 15 G;Adapalene 01% Clindamicina 1%;1;11000;11000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-163;DERMOSUPRIL EMULSION X 120 ML;Adapalene 01% Clindamicina 1%;1;32000;32000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-131;DESONIDA CREMA 005 % X 15 G;Adapalene 01% Clindamicina 1%;1;5000;5000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-141;DESONIDA CREMA 01 % X 15 G;Adapalene 01% Clindamicina 1%;1;5000;5000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-151;DESONIDA CLIOQUINOL CREMA X 15 G;Adapalene 01% Clindamicina 1%;1;13700;13700;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-161;DESONIDA EMULSION X 120 ML;Adapalene 01% Clindamicina 1%;1;23600;23600;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-171;DESONIDA LOCION X 30 ML;Adapalene 01% Clindamicina 1%;1;16100;16100;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-078;DEXLANZOPRAL 30 MG X 30 Caps;Adapalene 01% Clindamicina 1%;1;4300;4300;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-079;DEXLANZOPRAL 60 MG X 30 Caps;Adapalene 01% Clindamicina 1%;1;5400;5400;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-060;DORIXINA RELAX X 100 COMP;Adapalene 01% Clindamicina 1%;1;1150;1150;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-053;DORIXINA RELAX X 20 COMP;Adapalene 01% Clindamicina 1%;1;1400;1400;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-613;EDAPIL CHAMPU X 120 ML;Adapalene 01% Clindamicina 1%;1;52000;52000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-614;EDAPIL ESPUMA LOCIÓN X 150 ML;Adapalene 01% Clindamicina 1%;1;119000;119000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-181;EMOLIN NEO X 240 G;Adapalene 01% Clindamicina 1%;1;41000;41000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-054;ENDIAL 1 MG X 20 COMP;Adapalene 01% Clindamicina 1%;1;1180;1180;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-560;FARBICIL CREMA X 15 G;Adapalene 01% Clindamicina 1%;1;15000;15000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-551;FARBICIL 250 MG X 14 TABS;Adapalene 01% Clindamicina 1%;1;4500;4500;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-013-010;FILGRASTIM 300 MG FCO AMP;Adapalene 01% Clindamicina 1%;1;29000;29000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-190;FILTROSOL CREMA 50+ X 60 G;Adapalene 01% Clindamicina 1%;1;35000;35000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-198;FILTROSOL GEL 50+ X 60 G;Adapalene 01% Clindamicina 1%;1;33000;33000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-007;FOTORRETIN FCO 5 ML;Adapalene 01% Clindamicina 1%;1;8050;8050;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-013-006;GATIDEX SUSP OFTALMICA X 5 ML;Adapalene 01% Clindamicina 1%;1;64200;64200;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-221;GLAUCOMED X10 TABLETAS;Adapalene 01% Clindamicina 1%;1;1610;1610;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-019;GLAUCOPROST 3 ML;Adapalene 01% Clindamicina 1%;1;39600;39600;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-008;GLAUCOTENSIL T 5 ML;Adapalene 01% Clindamicina 1%;1;21400;21400;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-012;GLICOLIC CHAMPU X 240 ML;Adapalene 01% Clindamicina 1%;1;43500;43500;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-003;GLICOLIC CREMA X 60 G;Adapalene 01% Clindamicina 1%;1;61000;61000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-032;GLICOLIC H LOCION X 60 ML;Adapalene 01% Clindamicina 1%;1;51700;51700;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-017;GOTABIOTIC D FCO 5 ML;Adapalene 01% Clindamicina 1%;1;27900;27900;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-121;HIDRIBET 10% X 125 ML;Adapalene 01% Clindamicina 1%;1;12800;12800;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-131;HIDRIBET 5/5 X 125 ML;Adapalene 01% Clindamicina 1%;1;36500;36500;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-231;HYALIX X 60 G;Adapalene 01% Clindamicina 1%;1;43600;43600;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-421;ILIMIT 15 MG X 30;Adapalene 01% Clindamicina 1%;1;970;970;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-251;KETOMED CHAMPU X 100 ML;Adapalene 01% Clindamicina 1%;1;32000;32000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-001-152;KINOR NF X 10 ML;Adapalene 01% Clindamicina 1%;1;23300;23300;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-273;LACTIBON FEM LOCION X 240 ML;Adapalene 01% Clindamicina 1%;1;25000;25000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-271;LACTIBON X 120 ML;Adapalene 01% Clindamicina 1%;1;22000;22000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-272;LACTIBON SYNDET BARRA X 120 G;Adapalene 01% Clindamicina 1%;1;26500;26500;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-286;LEXINEX X 120 ML;Adapalene 01% Clindamicina 1%;1;30500;30500;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-291;LEXINEX PLUS X 120 ML;Adapalene 01% Clindamicina 1%;1;34000;34000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-209;LITASINA SOL INYECTABLE X 300 ML;Adapalene 01% Clindamicina 1%;1;65000;65000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-071;LOPRAL 30 MG CAJA X 30;Adapalene 01% Clindamicina 1%;1;900;900;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-066;LOPRAL 15 mg x 30 caps;Adapalene 01% Clindamicina 1%;1;310;310;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-203;LOTEMICIN SUSPENSION  X 5 ML;Adapalene 01% Clindamicina 1%;1;29200;29200;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-014;LOTESOFT FCO 5 ML;Adapalene 01% Clindamicina 1%;1;34500;34500;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-011;LOUTEN FCO X 25 ML;Adapalene 01% Clindamicina 1%;1;7500;7500;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-607;MATINAC 100 MG X 120 COMPRIMIDOS;Adapalene 01% Clindamicina 1%;1;11800;11800;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-608;MATINAC 400 MG X 30 COMPRIMIDOS;Adapalene 01% Clindamicina 1%;1;27900;27900;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Adapalene 01% Clindamicina 1%;1;1950;1950;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-080;MIGRADORIXINA X 100 COMP;Adapalene 01% Clindamicina 1%;1;1501;1501;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-081;MIGRADORIXINA CAJA X 10;Adapalene 01% Clindamicina 1%;1;1280;1280;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-336;MINOT X 10;Adapalene 01% Clindamicina 1%;1;3320;3320;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-614;MULTIFLORA SOBRE X 14;Adapalene 01% Clindamicina 1%;1;4200;4200;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-615;MULTIFLORA SOBRE X 6;Adapalene 01% Clindamicina 1%;1;5550;5550;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-612;MULTIFLORA PLUS CAPS X 10;Adapalene 01% Clindamicina 1%;1;3750;3750;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-613;MULTIFLORA PLUS CAPS X 30;Adapalene 01% Clindamicina 1%;1;2600;2600;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-058;NEOZENTIUS COMP 10 MG X 28;Adapalene 01% Clindamicina 1%;1;1150;1150;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-602;NEOZENTIUS COMP 20 MG X 14;Adapalene 01% Clindamicina 1%;1;3220;3220;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-021;OFTAFLOX GOTAS X 5 ML;Adapalene 01% Clindamicina 1%;1;17000;17000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-031;OFTAFLOX UNGUENTO X 5 G;Adapalene 01% Clindamicina 1%;1;17800;17800;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-182;OLOPAT SOLUCION OFT 02% X 5 ML;Adapalene 01% Clindamicina 1%;1;10700;10700;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-051;OXIMISYN GOTAS  X 5 ML;Adapalene 01% Clindamicina 1%;1;12500;12500;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-560;PIASCLEDINE 300 MG X 30;Adapalene 01% Clindamicina 1%;1;3150;3150;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-431;PIRIMED X 120 ML;Adapalene 01% Clindamicina 1%;1;27200;27200;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-052;POENGATIF 5 ML;Adapalene 01% Clindamicina 1%;1;28900;28900;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-438;PRESIDERM UNG X 15 G;Adapalene 01% Clindamicina 1%;1;32400;32400;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-171;PROCICAR CREMA X 60 G;Adapalene 01% Clindamicina 1%;1;14500;14500;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-655;PROCICAR NF CREMA X 60 G;Adapalene 01% Clindamicina 1%;1;18200;18200;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-265;ROZELAIC GEL X 30 G;Adapalene 01% Clindamicina 1%;1;48000;48000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-442;SALILEX BARRA X 120 G;Adapalene 01% Clindamicina 1%;1;27000;27000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-445;SALILEX PADS X 30 POMOS;Adapalene 01% Clindamicina 1%;1;26190;26190;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-126;SERTAL X 20 COMPRIMIDOS;Adapalene 01% Clindamicina 1%;1;1200;1200;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-100;SERTAL COMP X 100 COMP RECUB;Adapalene 01% Clindamicina 1%;1;1050;1050;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-101;SERTAL COMP COMPRECUB CAJA X 10;Adapalene 01% Clindamicina 1%;1;1609;1609;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-091;SERTAL COMP AMP CAJA X 3;Adapalene 01% Clindamicina 1%;1;6129;6129;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-111;SERTAL GOTAS FCO X 20 ML;Adapalene 01% Clindamicina 1%;1;13700;13700;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-586;SINAC GEL X 30 G;Adapalene 01% Clindamicina 1%;1;74700;74700;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-191;TALOF GOTAS X 5 ML;Adapalene 01% Clindamicina 1%;1;36200;36200;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-101;TOPTEAR FCO 10 ML;Adapalene 01% Clindamicina 1%;1;28200;28200;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-102;TOPTEAR P SOL OFT X 10 ML;Adapalene 01% Clindamicina 1%;1;31300;31300;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-141;TRACTAL 1 MG X 30 CREC;Adapalene 01% Clindamicina 1%;1;1400;1400;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-142;TRACTAL 2 MG X 30 CREC;Adapalene 01% Clindamicina 1%;1;1600;1600;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-089;TRACTAL GOTAS X 20 ML;Adapalene 01% Clindamicina 1%;1;48000;48000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-103;UMBRELLA CREMA 50+ X 60G;Adapalene 01% Clindamicina 1%;1;60000;60000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-078;UMBRELLA KIDS MAX X 60 G;Adapalene 01% Clindamicina 1%;1;42000;42000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-106;UMBRELLA KIDS RESISTENTE AL AGUA 50+ X 120 G;Adapalene 01% Clindamicina 1%;1;57000;57000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-102;UMBRELLA KIDS WP   X 120 G;Adapalene 01% Clindamicina 1%;1;52000;52000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-598;UMBRELLA MAX X 100 G;Adapalene 01% Clindamicina 1%;1;68000;68000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-597;UMBRELLA MAX RESISTENTE AL AGUA X 60 G;Adapalene 01% Clindamicina 1%;1;44900;44900;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-105;UMBRELLA PLUS 50+ X 120 G;Adapalene 01% Clindamicina 1%;1;69000;69000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-114;UMBRELLA RESISTENTE AL AGUA 50+ TUBO X 225 G;Adapalene 01% Clindamicina 1%;1;72000;72000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-152;UMQUAN GOTAS X 20 ML;Adapalene 01% Clindamicina 1%;1;24500;24500;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-153;UMQUAN GOTAS X 50 ML;Adapalene 01% Clindamicina 1%;1;42000;42000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-461;UREADERM 10% X 60 G;Adapalene 01% Clindamicina 1%;1;12500;12500;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-472;UREADERM 15% X 60 G;Adapalene 01% Clindamicina 1%;1;14000;14000;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-481;UREADERM LACTATO X 225G;Adapalene 01% Clindamicina 1%;1;47500;47500;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-511;VIROSUPRIL CREMA X 5 G;Adapalene 01% Clindamicina 1%;1;34500;34500;;; 2711-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
